Q9DC51	Gnai3	STRING
P08752	Gnai2	STRING
Q811D0	Dlg1	STRING
Q61595	Ktn1	STRING
Q6ZWY3	Rps27l	STRING
Q7TQI3	Otub1	STRING
Q6NZJ6	Eif4g1	STRING
P0DP28	UNKNOWN	no-STRING
E9Q7G0	Numa1	STRING
Q9EPU0	Upf1	STRING
Q4VAA2	Cdv3	STRING
P63001	Rac1	STRING
Q3TC46	Patl1	STRING
P46978	Stt3a	STRING
P97379	G3bp2	STRING
Q3THK7	Gmps	STRING
P60766	Cdc42	STRING
Q91YU8	Ppan	STRING
Q8BUV3	Gphn	STRING
Q91Z49	Fyttd1	STRING
Q9D358	Acp1	STRING
P35550	Fbl	STRING
P42567	Eps15	STRING
O08547	Sec22b	STRING
P68404	Prkcb	STRING
P62320	Snrpd3	STRING
O08756	Hsd17b10	STRING
Q91V92	Acly	STRING
Q3UIA2	Arhgap17	STRING
Q9JJV2	Pfn2	STRING
Q91VM5	Rbmxl1	STRING
P16546	Sptan1	STRING
Q3UU41	Scimp	STRING
P01915	H2-Eb1	no-STRING
O88685	Psmc3	STRING
P47754	Capza2	STRING
P47757	Capzb	STRING
Q99KQ4	Nampt	STRING
Q99P72	Rtn4	STRING
P28658	Atxn10	STRING
Q80XI3	Eif4g3	STRING
P63028	Tpt1	STRING
B2RRE7	Otud4	STRING
P60122	Ruvbl1	STRING
P63260	Actg1	STRING
Q9ERU9	Ranbp2	STRING
Q99L20	Gstt3	STRING
Q9JHU9	Isyna1	STRING
P62889	Rpl30	STRING
P62331	Arf6	STRING
P26039	Tln1	STRING
P40237	Cd82	STRING
Q9QUJ7	Acsl4	STRING
B2RQC6	Cad	STRING
P51150	Rab7	STRING
Q99LF4	Rtcb	STRING
Q9DBP5	Cmpk1	STRING
Q9EPL8	Ipo7	STRING
Q99JX4	Eif3m	STRING
Q91WJ8	Fubp1	STRING
Q7TMK9	Syncrip	STRING
Q64514	Tpp2	STRING
P84096	Rhog	STRING
Q922R8	Pdia6	STRING
Q9WVA4	Tagln2	STRING
Q8BK67	Rcc2	STRING
Q8JZQ9	Eif3b	STRING
Q8BGQ7	Aars	STRING
Q9CQT1	Mri1	STRING
P52293	Kpna2	STRING
O09172	Gclm	STRING
Q8C156	Ncaph	STRING
O70492	Snx3	STRING
O70325	Gpx4	STRING
Q9CYN2	Spcs2	STRING
B2RX14	Zcchc11	STRING
Q9JKY5	Hip1r	STRING
Q69ZL1	Fgd6	STRING
P63242	Eif5a	STRING
Q8K1B8	Fermt3	STRING
Q8BMS9	Rassf2	STRING
O08915	Aip	STRING
Q3UPF5	Zc3hav1	STRING
P62334	Psmc6	STRING
P10711	Tcea1	STRING
O70252	Hmox2	STRING
Q64213	Sf1	STRING
P52479	Usp10	STRING
Q9D883	U2af1	STRING
Q8BG32	Psmd11	STRING
Q9QYE6	Golga5	STRING
Q8K268	Abcf3	STRING
P53702	Hccs	STRING
Q3U9G9	Lbr	STRING
P25206	Mcm3	STRING
Q8R1G6	Pdlim2	STRING
Q6Y7W8	Gigyf2	STRING
P68510	Ywhah	STRING
Q5F2E7	Nufip2	STRING
P19437	Ms4a1	STRING
Q9WUK4	Rfc2	STRING
Q8C147	Dock8	STRING
Q6A028	Swap70	STRING
Q923G2	Polr2h	STRING
Q8CIG8	Prmt5	STRING
Q9WU84	Ccs	STRING
Q9D3P8	Plgrkt	STRING
P54823	Ddx6	STRING
Q9WVM1	Racgap1	STRING
Q3UJD6	Usp19	STRING
Q9ERS5	Plekha2	STRING
P35293	Rab18	STRING
P11157	Rrm2	STRING
Q99JI4	Psmd6	STRING
P61161	Actr2	STRING
Q9Z1G3	Atp6v1c1	STRING
