O09111	Ndufb11	Respiratory_chain_complex-I
O35683	Ndufa1	Respiratory_chain_complex-I
P03888	Mtnd1	Respiratory_chain_complex-I
P03899	Mtnd3	Respiratory_chain_complex-I
P03911	Mtnd4	Respiratory_chain_complex-I
P52503	Ndufs6	Respiratory_chain_complex-I
Q3UIU2	Ndufb6	Respiratory_chain_complex-I
Q62425	Ndufa4	Respiratory_chain_complex-I
Q7TMF3	Ndufa12	Respiratory_chain_complex-I
Q8K3J1	Ndufs8	Respiratory_chain_complex-I
Q91VD9	Ndufs1	Respiratory_chain_complex-I
Q91WD5	Ndufs2	Respiratory_chain_complex-I
Q91WP8	Ndufv3	Respiratory_chain_complex-I
Q91YT0	Ndufv1	Respiratory_chain_complex-I
Q99LC3	Ndufa10	Respiratory_chain_complex-I
Q99LY9	Ndufs5	Respiratory_chain_complex-I
Q9CPP6	Ndufa5	Respiratory_chain_complex-I
Q9CPU2	Ndufb2	Respiratory_chain_complex-I
Q9CQ54	Ndufc2	Respiratory_chain_complex-I
Q9CQ75	Ndufa2	Respiratory_chain_complex-I
Q9CQ91	Ndufa3	Respiratory_chain_complex-I
Q9CQC7	Ndufb4	Respiratory_chain_complex-I
Q9CQH3	Ndufb5	Respiratory_chain_complex-I
Q9CQJ8	Ndufb9	Respiratory_chain_complex-I
Q9CQZ5	Ndufa6	Respiratory_chain_complex-I
Q9CQZ6	Ndufb3	Respiratory_chain_complex-I
Q9CR21	Ndufab1	Respiratory_chain_complex-I
Q9CR61	Ndufb7	Respiratory_chain_complex-I
Q9CXZ1	Ndufs4	Respiratory_chain_complex-I
Q9D6J5	Ndufb8	Respiratory_chain_complex-I
Q9D6J6	Ndufv2	Respiratory_chain_complex-I
Q9D8B4	Ndufa11	Respiratory_chain_complex-I
Q9DC69	Ndufa9	Respiratory_chain_complex-I
Q9DC70	Ndufs7	Respiratory_chain_complex-I
Q9DCJ5	Ndufa8	Respiratory_chain_complex-I
Q9DCS9	Ndufb10	Respiratory_chain_complex-I
Q9DCT2	Ndufs3	Respiratory_chain_complex-I
Q9ERS2	Ndufa13	Respiratory_chain_complex-I
Q9MD82	mt-Nd5	Respiratory_chain_complex-I
Q9Z1P6	Ndufa7	Respiratory_chain_complex-I
