Q8R1S4	Mtss1	CTT
P68134	Acta1	CTT
P63001	Rac1	CTT
Q60598	Cttn	CTT
B9EJA2	Cttnbp2	CTT
Q61696	Hspa1a	HSP
P17879	Hspa1b	HSP
P07901	Hsp90aa1	HSP
P11499	Hsp90ab1	HSP
Q60864	Stip1	HSP
P01590	Il2ra	IL
P16297	Il2rb	IL
P34902	Il2rg	IL
P04351	Il2	IL
P16872	Il7r	IL
P10168	Il7	IL
P52332	Jak1	IL
Q62137	Jak3	IL
P00397	Mtco1	COX
P00405	Mtco2	COX
P00416	mtCo3	COX
P19783	Cox4i1	COX
Q91W29	Cox4i2	COX
P12787	Cox5a	COX
P19536	Cox5b	COX
P43024	Cox6a1	COX
P43023	Cox6a2	COX
P56391	Cox6b1	COX
Q80ZN9	Cox6b2	COX
Q9CPQ1	Cox6c	COX
P56392	Cox7a1	COX
P48771	Cox7a2	COX
P56393	Cox7b	COX
P17665	Cox7c	COX
Q61387	Cox7a2l	COX
Q64445	Cox8a	COX
A6H666	Cox8c	COX
Q9D2R6	Coa3	COX
Q8BT51	Coa4	COX
Q99M07	Coa5	COX
Q8BGD8	Coa6	COX
Q921H9	Coa7	COX
Q6P8I6	Cox11	COX
Q8BH51	Cox14	COX
Q8BJ03	Cox15	COX
Q9CR63	Cox16	COX
P56394	Cox17	COX
Q8VC74	Cox18	COX
Q8K0C8	Cox19	COX
Q9D7J4	Cox20	COX
Q9EPQ1	Tlr1	TLR
Q9QUN7	Tlr2	TLR
Q9QUK6	Tlr4	TLR
Q9EPW9	Tlr6	TLR
P05017	Igf1	IGF
P09535	Igf2	IGF
Q60751	Igf1r	IGF
P61793	Lar1	GNB
P27600	Gnbpa12	GNB
P27601	Gnbpa13	GNB
P08752	Gnbpga2	GNB
P21278	Gnbpa11	GNB
Q9CR84	Atpscc1	ATP
P56384	Atpscc3	ATP
Q03265	Atpsa	ATP
P56480	Atpsb	ATP
P56383	Atpscc2	ATP
P42866	Mtor	OPR
P32300	Dtor	OPR
P33534	Ktor	OPR
Q9ER80	Rtp4	OPR
Q9CZU6	Cs	MTX
Q80X68	Csl	MTX
Q9DAM4	Csl	MTX
P35486	Pdha1	MTX
P35487	Pdha2	MTX
O35904	Pik3cd	PLM
Q9QZW0	Atp11c	PLM
